"문제번호","과목코드","과목명","대단원번호","대단원명","중단원번호","중단원명","섹션번호","섹션명","키워드","유형","난이도","배점","문제내용","보기1","보기2","보기3","보기4","정답","해설"
"243","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ba","","빛이 굴절할 때, '입사각'과 '굴절각'의 측정 기준선으로 옳은 것은?","경계면에 수직으로 그은 법선","경계면 자체","광축","광원과 관찰자를 잇는 선","1","입사각과 굴절각은 모두 두 매질의 경계면에 수직인 법선과 광선이 이루는 각으로 측정합니다."
"244","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ad","","굴절 법칙(스넬의 법칙)을 옳게 나타낸 식은? (θ₁: 매질 1에서 입사각, θ₂: 매질 2에서 굴절각, v₁, v₂: 각 매질에서 속력, n₁, n₂: 각 매질의 굴절률)","n₁ sin θ₂ = n₂ sin θ₁","sin θ₁ × sin θ₂ = v₁ × v₂","sin θ₁ + sin θ₂ = n₁ + n₂","n₁ sin θ₁ = n₂ sin θ₂","4","스넬의 법칙: n₁ sin θ₁ = n₂ sin θ₂. 이는 sin θ₁ / sin θ₂ = v₁/v₂ = n₂/n₁ 으로도 표현됩니다."
"245","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ba","","빛이 속력이 빠른 매질에서 속력이 느린 매질로 진행할 때, 입사각 θ₁과 굴절각 θ₂의 대소 관계로 옳은 것은?","θ₁ = θ₂","θ₁ > θ₂ (법선 쪽으로 꺾임)","θ₁ < θ₂ (법선에서 멀어짐)","비교할 수 없다.","2","sin θ₁ / sin θ₂ = v₁ / v₂. v₁ > v₂이면 sin θ₁ > sin θ₂, 즉 θ₁ > θ₂. 빛이 법선 쪽으로 꺾입니다. (느린 매질 = 밀한 매질로 들어가면 법선 쪽으로)"
"246","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ad","","빛이 속력이 느린 매질에서 속력이 빠른 매질로 진행할 때, 입사각 θ₁과 굴절각 θ₂의 대소 관계로 옳은 것은?","θ₁ < θ₂ (법선에서 멀어지며 꺾임)","θ₁ > θ₂","θ₁ = θ₂","굴절이 일어나지 않는다.","1","v₁ < v₂일 때 sin θ₁ < sin θ₂, 즉 θ₁ < θ₂. 빛이 법선에서 멀어지는 방향으로 꺾입니다."
"247","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ba","","광학계에서 '광축'의 정의로 옳은 것은?","렌즈의 초점과 물체를 잇는 선","렌즈의 가장자리를 따라가는 선","렌즈와 거울로 구성된 광학계에서 각 곡면의 중심을 연결한 직선","렌즈의 두께를 측정하는 선","3","광축은 렌즈나 거울로 구성된 광학계에서 각 곡면의 중심을 연결한 직선입니다. 광선 추적의 기준이 되는 축이며 보통 가로축으로 그립니다."
"248","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ba","","볼록 렌즈의 '초점'에 대한 설명으로 옳은 것은?","렌즈의 중심점이다.","렌즈의 가장자리 점이다.","렌즈의 두께가 가장 두꺼운 곳이다.","광축과 나란하게 입사한 빛이 굴절된 후 한 점에 모이는 그 점이다.","4","초점은 광축과 평행하게 입사한 빛이 볼록 렌즈에서 굴절된 후 한 점에 모이는 그 점입니다."
"249","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ba","","볼록 렌즈에서 '초점 거리'의 정의로 옳은 것은?","물체와 렌즈 사이의 거리","렌즈에서 초점까지의 거리","렌즈와 스크린 사이의 거리","두 초점 사이의 거리","2","초점 거리는 렌즈의 중심에서 초점까지의 거리입니다. 보통 f로 표기합니다."
"250","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ba","","볼록 렌즈에서 광선 추적법 ①: 광축에 평행하게 입사한 광선은 굴절 후 어떻게 진행하는가?","반대쪽 초점을 지난다.","광축과 평행하게 계속 진행한다.","렌즈의 중심으로 다시 돌아간다.","그대로 직진한다.","1","광축에 평행하게 입사한 광선은 볼록 렌즈를 통과한 후 반대쪽 초점을 지납니다. (광선 추적법 ①)"
"251","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ba","","볼록 렌즈에서 광선 추적법 ②: 렌즈 앞쪽 초점을 지나 입사한 광선은 굴절 후 어떻게 진행하는가?","다시 초점 쪽으로 돌아간다.","광축에 수직으로 진행한다.","물체 쪽으로 반사된다.","광축에 평행하게 진행한다.","4","초점을 지나 입사한 광선은 볼록 렌즈를 통과한 후 광축에 평행하게 진행합니다. (광선 추적법 ②, 추적법 ①과 광선의 가역성 관계)"
"252","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ba","","볼록 렌즈에서 광선 추적법 ③: 렌즈의 중심을 지나는 광선은 굴절 후 어떻게 진행하는가?","반대쪽 초점을 지난다.","경로가 바뀌지 않고 직진한다.","광축에 평행하게 진행한다.","원래 방향으로 되돌아간다.","2","렌즈의 중심을 지나는 광선은 굴절 효과가 상쇄되어 경로가 바뀌지 않고 그대로 직진합니다. (광선 추적법 ③, 얇은 렌즈 근사)"
"253","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ba","","물체가 볼록 렌즈의 초점 거리의 2배(2f)보다 더 먼 곳에 있을 때, 생기는 상의 종류와 성질로 옳은 것은?","정립 확대 허상","도립 축소 실상","정립 축소 허상","도립 확대 실상","2","물체가 2f보다 먼 곳: 광선이 렌즈 반대쪽에서 한 점에 모여 ""실상""이 생기고, 위아래가 뒤집힌 ""도립"", 크기는 물체보다 작은 ""축소"" 상입니다. (사례: 사진기·망원경의 대물렌즈)"
"254","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ba","","물체가 볼록 렌즈의 초점 거리의 2배(2f) 위치에 정확히 있을 때, 생기는 상의 위치와 크기는?","렌즈 안쪽(같은 쪽)에 같은 크기로 생긴다.","반대쪽 초점 거리의 2배(2f) 위치에 물체와 같은 크기로 생긴다.","반대쪽 무한대에 생긴다.","상이 생기지 않는다.","2","물체가 정확히 2f에 있으면 상은 반대쪽 2f 위치에 물체와 동일한 크기로 생깁니다. 도립 실상."
"255","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ba","","물체가 볼록 렌즈의 초점 거리 f와 2f 사이에 있을 때, 생기는 상의 성질로 옳은 것은?","도립 확대 실상","정립 축소 허상","도립 축소 실상","정립 확대 허상","1","물체가 f와 2f 사이에 있으면 상은 2f 바깥쪽에 도립·확대·실상으로 생깁니다. (사례: 영사기·OHP)"
"256","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ba","","물체가 볼록 렌즈의 초점 거리의 2배(2f)보다 더 먼 곳에 있을 때, 생기는 상의 위치는?","렌즈와 같은 쪽 f 안쪽에 생긴다.","렌즈와 같은 쪽 2f 바깥쪽에 생긴다.","반대쪽 f와 2f 사이에 생긴다.","반대쪽 2f 바깥쪽에 생긴다.","3","물체가 2f 바깥에 있을 때, 상은 렌즈의 반대쪽 f와 2f 사이에 생깁니다. (도립·축소·실상)"
"257","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ad","","볼록 렌즈에서 다음 중 ""도립 실상""이 생기는 물체 위치를 모두 묶은 것은? [보기] ㄱ. 2f 바깥, ㄴ. 2f 정확히, ㄷ. f와 2f 사이, ㄹ. 초점 바로 위, ㅁ. 초점 안쪽","ㄱ만","ㄱ, ㄴ","ㄱ, ㄴ, ㄷ","ㄷ, ㄹ, ㅁ","3","물체가 초점(f) 바깥에 있을 때는 항상 도립 실상이 만들어집니다. 단 ㄹ(초점 바로 위)에서는 상이 무한대로 발산하여 맺히지 않고, ㅁ(초점 안쪽)에서는 정립 확대 허상이 됩니다."
"258","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ba","","물체가 볼록 렌즈의 초점에 정확히 놓였을 때, 생기는 상에 대한 설명으로 옳은 것은?","렌즈 바로 뒤에 같은 크기의 도립 실상이 생긴다.","반대쪽 초점 위에 정립 실상이 생긴다.","물체 위치에 그대로 상이 생긴다.","굴절된 광선들이 평행하게 진행하여 상이 맺히지 않는다(무한대에 생긴다).","4","물체가 초점에 있으면 굴절된 광선들이 모두 광축에 평행하게 진행하므로, 한 점에 모이지 않아 유한한 위치에 상이 맺히지 않습니다. (수학적으로 무한대)"
"259","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ad","","물체가 볼록 렌즈의 초점보다 안쪽(렌즈와 초점 사이)에 있을 때, 생기는 상의 성질로 옳은 것은?","도립 축소 실상","정립 확대 허상","정립 축소 실상","도립 확대 허상","2","물체가 초점 안쪽에 있으면 굴절된 광선들이 한 점에서 만나지 못하고, 렌즈 뒤로 연장한 점에서 만난 것처럼 보입니다. 따라서 정립·확대·허상이 생깁니다. (사례: 돋보기)"
"260","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 1차","","theory","ad","","돋보기로 작은 글씨를 확대해 볼 때, 글씨(물체)와 볼록 렌즈의 위치 관계와 보이는 상의 종류로 옳은 것은?","글씨가 2f 바깥쪽 — 도립 축소 실상","글씨가 f와 2f 사이 — 도립 확대 실상","글씨가 2f 바깥쪽 — 정립 확대 허상","글씨가 초점 안쪽 — 정립 확대 허상","4","돋보기는 물체(글씨)를 초점 안쪽에 두고 사용합니다. 그래야 정립 확대 허상이 보여 글씨가 크게 보입니다."
"261","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","한 곳에서 생긴 진동이 매질을 통해 사방으로 퍼져 나가는 현상을 무엇이라 하는가?","파동","굴절","초점","광축","1","파동은 한 지점의 진동이 매질을 통해 주위로 퍼져나가는 현상입니다."
"262","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","파동에 대한 설명으로 옳은 것은?","파동이 진행할 때 매질의 입자들은 그 자리에서 진동할 뿐 함께 이동하지 않는다.","파동이 진행하면 매질 입자들이 같이 멀리까지 이동한다.","파동은 매질이 없는 진공에서는 절대 진행하지 않는다.","파동에서는 에너지가 전달되지 않는다.","1","파동에서는 매질 입자가 제자리에서 진동하면서 진동 상태(에너지)만 옆으로 전달됩니다. 빛(전자기파)은 진공에서도 진행 가능하므로 ③도 잘못된 진술입니다."
"263","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","파동에서 '골(trough)'의 정의로 옳은 것은?","변위가 양(+)의 최대인 지점","변위가 항상 0인 지점","이웃한 두 골 사이의 거리","변위가 음(-)의 최대인 지점","4","골은 매질의 변위가 음의 방향으로 가장 큰 지점입니다. (마루는 양의 최대)"
"264","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","변위-위치 그래프와 변위-시간 그래프에서 각각 직접 읽을 수 있는 물리량을 옳게 짝지은 것은?","변위-위치: 파장·진폭 / 변위-시간: 주기·진폭","변위-위치: 주기·진폭 / 변위-시간: 파장·진폭","변위-위치: 진동수 / 변위-시간: 파장","변위-위치: 속력 / 변위-시간: 굴절률","1","가로축이 위치인 그래프에서는 파장(과 진폭)을, 가로축이 시간인 그래프에서는 주기(와 진폭)를 읽을 수 있습니다."
"265","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","변위-시간 그래프에서 한 번 진동하는 데 걸리는 시간을 무엇이라 하는가?","진폭","주기","파장","진동수","2","주기 T는 한 번 진동하는 데 걸리는 시간이며, 변위-시간 그래프에서 한 마루에서 다음 마루까지의 가로 간격으로 읽습니다."
"266","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","이웃한 두 마루 사이의 거리는 무엇인가?","진폭","주기","파장","진동수","3","파장은 한 주기 동안 진행한 거리, 즉 이웃한 두 마루(또는 두 골) 사이의 거리입니다."
"267","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","파동의 주기 T = 0.2 s일 때, 진동수 f는?","0.2 Hz","5 Hz","0.5 Hz","20 Hz","2","f = 1/T = 1/0.2 = 5 Hz."
"268","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","파장이 4 m, 주기가 2 s인 파동의 속력은?","0.5 m/s","1 m/s","8 m/s","2 m/s","4","v = λ/T = 4/2 = 2 m/s. (또는 f = 1/T = 0.5 Hz, v = fλ = 0.5 × 4 = 2 m/s)"
"269","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","파동의 속력이 12 m/s이고 진동수가 4 Hz일 때, 이 파동의 파장은?","3 m","16 m","8 m","48 m","1","v = fλ ⇒ λ = v/f = 12/4 = 3 m."
"270","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","파동이 한 매질에서 다른 매질로 진행할 때, 진동수에 대한 설명으로 옳은 것은?","매질에 관계없이 진동수는 변하지 않고 보존된다.","매질이 바뀌면 진동수가 항상 두 배가 된다.","매질이 바뀌면 진동수가 0이 된다.","매질이 바뀌면 진동수도 임의로 변한다.","1","진동수는 광원(파원)에 의해 결정되므로, 매질이 바뀌어도 보존됩니다. 변하는 것은 속력과 파장입니다."
"271","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","파동이 매질 A에서 매질 B로 진행할 때, 매질 A에서의 파동의 속력이 더 크다. 두 매질에서 파장(λ)의 비교로 옳은 것은?","λ_A < λ_B","λ_A = λ_B","λ_A > λ_B","비교할 수 없다.","3","진동수가 같으므로 v = fλ에서 v ∝ λ. 속력이 큰 매질 A에서 파장도 더 깁니다."
"272","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","파동이 매질 A에서 매질 B로 진행할 때 매질 A에서의 파장이 더 길게 관측되었다. 두 매질에서 파동의 속력(v)의 비교로 옳은 것은?","v_A < v_B","v_A > v_B","v_A = v_B","매질 B에서는 정지한다.","2","f는 보존이므로 v ∝ λ. 파장이 더 긴 매질 A에서 속력이 더 빠릅니다."
"273","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","파동이 매질 1에서 매질 2로 진행할 때 매질 1에서의 파장이 매질 2보다 짧다. 두 매질에서 진동수(f)의 비교로 옳은 것은?","f_1 > f_2","f_1 < f_2","f_1 = f_2","f_2 = 0","3","매질이 바뀌어도 진동수는 보존됩니다. 두 매질에서 진동수는 같습니다."
"274","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ad","","빛이 공기에서 유리로 진행할 때, 유리에서 빛의 속력이 공기에서보다 작아진다. 유리 안에서 빛의 파장은 공기에서와 비교하여 어떻게 변하는가? (진동수 보존)","더 길어진다.","변하지 않는다.","0이 된다.","더 짧아진다.","4","f가 보존되고 v가 작아지므로, λ = v/f 에서 파장도 작아집니다. 속력이 느린 매질일수록 파장이 짧습니다."
"275","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ad","","한 파동이 두 매질을 지나며 매질 X에서 매질 Y로 진행할 때, 매질 Y에서 파장이 매질 X에 비해 길게 측정되었다. 다음 중 옳은 것은?","매질 Y에서 속력이 더 빠르다.","매질 Y에서 진동수가 더 크다.","매질 Y에서 속력이 더 느리다.","매질 X와 Y에서 속력이 같다.","1","진동수가 보존되므로 v ∝ λ. 파장이 더 긴 매질 Y에서 속력이 더 빠릅니다."
"276","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ad","","파동이 매질 1에서 매질 2로 진행할 때, 매질 2에서 파동의 속력이 더 작아졌다. 다음 중 옳지 않은 것은?","매질 2에서 파장이 더 짧아진다.","매질 1과 매질 2에서 진동수는 같다.","매질 2에서 진동수가 더 작아진다.","매질 2에서 v = fλ는 여전히 성립한다.","3","진동수는 매질에 관계없이 보존되므로 ""매질 2에서 진동수가 더 작아진다""는 잘못된 진술입니다. (변하는 것은 속력과 파장)"
"277","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ad","","어떤 빛의 진공에서의 파장이 600 nm이다. 이 빛이 굴절률이 1.5인 유리로 들어갔을 때, 유리 안에서의 파장은 약 얼마인가?","900 nm","1200 nm","300 nm","400 nm","4","f는 보존이므로 λ_유리/λ_진공 = v_유리/c = 1/n. 따라서 λ_유리 = 600/1.5 = 400 nm. (속력이 1/n로 줄면 파장도 1/n로 줄어듦)"
"278","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","빛이 두 매질의 경계면에서 진행 방향이 꺾이는 현상의 직접적인 원인은?","경계면이 빛을 흡수하기 때문에","빛의 색이 매질에 따라 변하기 때문에","빛의 진동수가 변하기 때문에","매질에 따라 빛의 속력이 달라지기 때문에","4","굴절은 매질이 바뀌면서 파동의 속력이 달라지는 것이 원인입니다. (""매질이 파동의 속력을 결정"", 속력이 달라지는 순간 진행방향이 바뀜)"
"279","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","매질의 굴절률 n에 대한 설명으로 옳은 것은? (c: 진공에서 빛의 속력, v: 매질에서 빛의 속력)","n = v/c 이고, 진공의 n = 0이다.","굴절률은 매질의 색을 나타낸다.","매질의 굴절률이 1보다 작은 경우가 일반적이다.","n = c/v 이며, 진공의 n = 1이다.","4","굴절률 n = c/v 입니다. 진공에서 v = c이므로 n = 1. 다른 매질에서는 v < c이므로 일반적으로 n > 1입니다."
"280","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","두 매질 A, B 중 매질 A의 굴절률이 더 크다. 두 매질에서 빛의 속력의 비교로 옳은 것은?","매질 A에서 속력이 더 크다.","매질 A에서 속력이 더 작다.","두 매질에서 속력이 같다.","매질 B에서는 빛이 정지한다.","2","n = c/v 이므로 굴절률이 큰 매질 A에서 빛의 속력이 더 작습니다. (밀한 매질)"
"281","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","빛이 공기(굴절률 약 1)에서 물(굴절률 약 1.33)로 비스듬히 입사할 때, 입사각 θ₁과 굴절각 θ₂의 대소 관계는?","θ₁ < θ₂","θ₁ = θ₂","θ₁ > θ₂","굴절이 일어나지 않는다.","3","공기에서 물로 입사: 속력이 빠른 매질→느린 매질. 빛이 법선 쪽으로 꺾이므로 입사각이 굴절각보다 큽니다. θ₁ > θ₂."
"282","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","빛이 물(굴절률 1.33)에서 공기(굴절률 1)로 비스듬히 진행할 때, 입사각 θ₁과 굴절각 θ₂의 대소 관계는?","θ₁ > θ₂","θ₁ < θ₂","θ₁ = θ₂","결정할 수 없다.","2","속력이 느린 매질→빠른 매질로 갈 때 법선에서 멀어지는 방향으로 꺾입니다. 굴절각이 더 크므로 θ₁ < θ₂."
"283","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ad","","빛이 매질 1에서 매질 2로 입사할 때, 매질 1의 속력이 매질 2보다 빠르다. 다음 중 옳지 않은 것은? (θ₁: 입사각, θ₂: 굴절각)","매질 1에서 파장이 더 길다.","두 매질에서 진동수는 같다.","θ₁ > θ₂이다 (법선 쪽으로 꺾임).","매질 1의 굴절률이 더 크다.","3","속력이 빠른 매질이 굴절률이 작은 매질입니다(n=c/v). 따라서 매질 1의 굴절률이 더 작아야 하므로 ""매질 1의 굴절률이 더 크다""가 틀린 진술입니다. ③과 ①②는 모두 옳음."
"284","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ad","","빛이 매질 A에서 매질 B로 진행할 때 입사각보다 굴절각이 더 컸다. 두 매질에서 빛의 속력과 파장의 비교로 옳은 것은?","속력: A > B, 파장: A > B","속력: A < B, 파장: A < B","속력: A > B, 파장: A < B","속력: A < B, 파장: A > B","2","굴절각이 더 크면 법선에서 멀어지는 방향, 즉 빠른 매질로 들어간 것. 따라서 속력 A < B. 진동수 보존이므로 파장도 v에 비례 → 파장 A < B."
"285","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","굴절 법칙(스넬의 법칙)에 대한 설명으로 옳은 것은?","n₁ sin θ₁ = n₂ sin θ₂ 의 관계가 성립한다.","n₁ sin θ₂ = n₂ sin θ₁ 가 옳다.","n₁ cos θ₁ = n₂ cos θ₂ 가 옳다.","입사각과 굴절각은 항상 같다.","1","스넬의 법칙: n₁ sin θ₁ = n₂ sin θ₂. (또는 sin θ₁ / sin θ₂ = v₁/v₂ = n₂/n₁)"
"286","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","광축에 평행하게 입사한 빛이 볼록 렌즈에서 굴절된 후 한 점에 모이는 그 점을 무엇이라 하는가?","초점","광축","중심점","마루","1","광축에 평행한 빛이 굴절 후 한 점에 모이는 점을 ""초점""이라 하며, 렌즈의 중심에서 초점까지의 거리를 ""초점 거리""라 합니다."
"287","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","볼록 렌즈의 초점 거리에 대한 설명으로 옳은 것은?","물체에서 렌즈까지의 거리이다.","렌즈의 중심에서 초점까지의 거리이다.","두 초점 사이의 거리이다.","렌즈의 두께와 같다.","2","초점 거리 f는 렌즈의 중심에서 초점까지의 거리입니다."
"288","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","볼록 렌즈에서 광축에 평행하게 입사한 광선이 굴절 후 진행하는 경로로 옳은 것은?","원래 방향으로 되돌아 나간다.","굴절 후 반대쪽 초점을 지난다.","굴절 후에도 광축에 평행하게 계속 진행한다.","광축에 수직이 되어 위로 꺾인다.","2","광선 추적법 ①: 광축에 평행하게 입사한 광선은 굴절 후 반대쪽 초점을 지납니다."
"289","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","볼록 렌즈에서 다음 중 광선의 진행 경로 설명이 옳은 것은?","초점을 지나 입사한 광선은 굴절 후 광축에 평행하게 진행한다.","초점을 지나 입사한 광선은 굴절 후 반대쪽 초점에 모인다.","렌즈의 중심을 지나는 광선은 굴절 후 광축에 평행해진다.","어떤 입사 광선도 굴절 후 모두 한 초점에 모인다.","1","광선 추적법 ②: 초점을 지나 입사한 광선은 굴절 후 광축에 평행하게 진행합니다. (광선의 가역성)"
"290","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","볼록 렌즈의 중심을 지나는 광선의 굴절 후 경로로 옳은 것은?","반대쪽 초점을 지난다.","굴절되지 않고 직진한다.","광축에 평행해진다.","원래 들어온 방향으로 반사된다.","2","광선 추적법 ③: 렌즈의 중심을 지나는 광선은 굴절 효과가 상쇄되어 경로가 바뀌지 않고 그대로 직진합니다."
"291","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","물체가 볼록 렌즈의 초점 거리의 2배(2f)보다 더 먼 곳에 있을 때, 상의 종류로 옳은 것은?","정립 확대 허상","정립 축소 허상","도립 확대 실상","도립 축소 실상","4","물체가 2f 바깥에 있으면 도립·축소·실상이 생깁니다. 상의 위치는 반대쪽 f와 2f 사이."
"292","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","물체가 볼록 렌즈의 2f 위치에 있을 때, 상의 위치와 크기로 옳은 것은?","같은 쪽 2f에 같은 크기로 생긴다.","같은 쪽 f 안쪽에 확대되어 생긴다.","반대쪽 2f 위치에 물체와 같은 크기의 도립 실상으로 생긴다.","반대쪽 f와 2f 사이에 축소되어 생긴다.","3","물체가 정확히 2f에 있으면 상은 반대쪽 2f 위치에 같은 크기의 도립 실상으로 생깁니다."
"293","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","물체가 f와 2f 사이에 있을 때, 상의 종류로 옳은 것은?","도립 축소 실상","정립 축소 허상","도립 확대 실상","정립 확대 허상","3","물체가 f와 2f 사이에 있으면 상은 반대쪽 2f 바깥에 도립·확대·실상으로 생깁니다. (영사기, OHP 응용)"
"294","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","물체가 초점(f) 위에 정확히 놓일 때, 상에 대한 설명으로 옳은 것은?","굴절된 광선들이 모두 광축에 평행하여 유한한 위치에 상이 맺히지 않는다.","같은 위치에 같은 크기의 정립 실상이 생긴다.","반대쪽 초점에 도립 실상이 생긴다.","물체와 같은 위치에 허상이 생긴다.","1","물체가 초점에 있으면 각 광선이 굴절 후 모두 광축에 평행하게 진행하여 한 점에 모이지 않습니다. 따라서 유한 위치에 상이 맺히지 않습니다(무한대)."
"295","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","물체가 초점 안쪽(렌즈와 초점 사이)에 놓일 때, 상의 종류로 옳은 것은?","도립 축소 실상","도립 확대 실상","정립 확대 허상","정립 축소 허상","3","물체가 초점 안쪽에 있으면 굴절된 광선들이 모이지 않고, 뒤로 연장해서 만나는 가상의 점에 정립·확대·허상이 생깁니다. (돋보기)"
"296","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","다음 중 볼록 렌즈에 의해 ""허상""이 생기는 경우는?","물체가 2f 바깥에 있을 때","물체가 정확히 2f 위치에 있을 때","물체가 f와 2f 사이에 있을 때","물체가 초점 안쪽에 있을 때","4","허상은 물체가 초점 안쪽에 있을 때만 생깁니다. 그 외 초점 바깥 구간에서는 모두 실상이 생기며, 초점 위에서는 상이 무한대로 발산합니다."
"297","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","볼록 렌즈에서 다음 중 ""정립 상""이 생기는 경우는?","물체가 2f 바깥에 있을 때","물체가 초점 안쪽에 있을 때","물체가 f와 2f 사이에 있을 때","물체가 정확히 2f에 있을 때","2","볼록 렌즈에서 정립 상은 물체가 초점 안쪽에 있을 때만 생깁니다(정립 확대 허상). 초점 바깥의 모든 경우에는 도립 실상이 만들어집니다."
"298","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ad","","볼록 렌즈에서 다음 중 ""확대 상""이 만들어지는 물체 위치를 모두 묶은 것은? [보기] ㄱ. 2f 바깥, ㄴ. f와 2f 사이, ㄷ. 초점 안쪽","ㄱ만","ㄴ만","ㄴ, ㄷ","ㄱ, ㄴ, ㄷ","3","확대 상: ㄴ(f~2f, 도립 확대 실상), ㄷ(초점 안쪽, 정립 확대 허상). ㄱ(2f 바깥)은 축소 상."
"299","PHY","물리학","3","빛과 물질","1","빛의 이해","2","빛의 굴절 · 2차","","theory","ba","","볼록 렌즈에서 다음 중 ""도립 상""이 만들어지는 경우를 모두 묶은 것은? [보기] ㄱ. 2f 바깥, ㄴ. f와 2f 사이, ㄷ. 초점 안쪽","ㄱ만","ㄷ만","ㄴ, ㄷ","ㄱ, ㄴ","4","도립 상은 실상에서만 나타납니다. ㄱ(도립 축소 실상), ㄴ(도립 확대 실상) 모두 도립. ㄷ(초점 안쪽)은 정립 허상."
